titleid,rating,title,isAdult,startYear,runtimeMinutes,genres
tt0034172Shadow of the Thin Man,7.2,Shadow of the Thin Man,0,1941,97,Comedy
tt0034173Shadows on the Stairs,5.6,Shadows on the Stairs,0,1941,64,Drama
tt0034175The Shanghai Gesture,6.6,The Shanghai Gesture,0,1941,95,Crime
tt0034176Shanghai Moon,6.6,Shanghai Moon,0,1941,114,Drama
tt0034177Samarang,4.8,Samarang,0,1933,59,Action
tt0034178She Couldn't Say No,6.5,She Couldn't Say No,0,1940,62,Comedy
tt0034179She Knew All the Answers,6.4,She Knew All the Answers,0,1941,85,Comedy
tt0034180She's Oil Mine,6,She's Oil Mine,0,1941,17,Comedy
tt0034181Sheepdog of the Hills,5.2,Sheepdog of the Hills,0,1941,76,Drama
tt0034182The Shepherd of the Hills,6.9,The Shepherd of the Hills,0,1941,98,Adventure
tt0034183Sheriff of Tombstone,5.9,Sheriff of Tombstone,0,1941,54,Western
tt0034184Shining Victory,6.7,Shining Victory,0,1941,80,Drama
tt0034185A Shot in the Dark,5.7,A Shot in the Dark,0,1941,57,Comedy
tt0034186Der siebente Junge,6.6,Der siebente Junge,0,1941,80,Comedy
tt0034187Sierra Sue,6.3,Sierra Sue,0,1941,64,Western
tt0034188Sign of the Wolf,5.7,Sign of the Wolf,0,1941,69,Adventure
tt0034189Silver Stallion,5,Silver Stallion,0,1941,60,Western
tt0034190Sing Another Chorus,6.6,Sing Another Chorus,0,1941,64,Musical
tt0034191Singapore Woman,5.6,Singapore Woman,0,1941,64,Drama
tt0034192The Singing Hill,6.4,The Singing Hill,0,1941,75,Western
tt0034193Sis Hopkins,6,Sis Hopkins,0,1941,99,Comedy
tt0034194Yes Madam,0,Yes Madam,0,1942,94,Drama
tt0034195Six-Gun Gold,6.2,Six-Gun Gold,0,1941,57,Western
tt0034196Six Lessons from Madame La Zonga,5.7,Six Lessons from Madame La Zonga,0,1941,62,Adventure
tt0034197Sky Raiders,6.2,Sky Raiders,0,1941,227,Action
tt0034198Skylark,6.2,Skylark,0,1941,92,Comedy
tt0034199Sleepers West,6.6,Sleepers West,0,1941,74,Comedy
tt0034200Slick Chick,0,Slick Chick,0,1941,\N,Comedy
tt0034201Incident on a Volcano,5.6,Incident on a Volcano,0,1941,63,Adventure
tt0034202Small Town Deb,6.7,Small Town Deb,0,1942,73,Comedy
tt0034203Smilin' Through,6.4,Smilin' Through,0,1941,100,Musical
tt0034204The Smiling Ghost,6.4,The Smiling Ghost,0,1941,71,Comedy
tt0034205Sneak Snoop and Snitch in Triple Trouble,4.7,Sneak Snoop and Snitch in Triple Trouble,0,1941,7,Animation
tt0034206Sniffles Bells the Cat,6.2,Sniffles Bells the Cat,0,1941,8,Animation
tt0034207Snow Time for Comedy,5.6,Snow Time for Comedy,0,1941,7,Animation
tt0034208So Ends Our Night,6.8,So Ends Our Night,0,1941,117,Drama
tt0034209So Long Mr. Chumps,7.5,So Long Mr. Chumps,0,1941,17,Comedy
tt0034210So You Won't Squawk?,6.3,So You Won't Squawk?,0,1941,20,Comedy
tt0034211El sobre lacrado,0,El sobre lacrado,0,1941,98,Comedy
tt0034212Sol de Valencia,0,Sol de Valencia,0,1941,84,\N
tt0034213Soldiers of the Sky,5.5,Soldiers of the Sky,0,1941,10,Documentary
tt0034214Sunny Sunberg,5,Sunny Sunberg,0,1941,88,Comedy
tt0034215Solitudine,0,Solitudine,0,1941,84,\N
tt0034216Some More of Samoa,7.1,Some More of Samoa,0,1941,17,Comedy
tt0034217The Son of Davy Crockett,6.5,The Son of Davy Crockett,0,1941,55,Western
tt0034218La sonnambula,0,La sonnambula,0,1941,88,Comedy
tt0034219Sonntagskinder,0,Sonntagskinder,0,1941,93,\N
tt0034220South American George,6.1,South American George,0,1941,92,Comedy
tt0034221South of Panama,4.9,South of Panama,0,1941,68,Action
tt0034222South of Tahiti,5.6,South of Tahiti,0,1941,78,Adventure
tt0034223The Spider Returns,6.3,The Spider Returns,0,1941,300,Action
tt0034224Spooks Run Wild,5.4,Spooks Run Wild,0,1941,65,Comedy
tt0034225Sport Chumpions,6,Sport Chumpions,0,1941,7,Animation
tt0034226Springpojkar ä vi allihopa!,5.9,Springpojkar ä vi allihopa!,0,1941,85,Comedy
tt0034227Spähtrupp Hallgarten,5.9,Spähtrupp Hallgarten,0,1941,100,\N
tt0034228Spökreportern,4.2,Spökreportern,0,1941,91,Comedy
tt0034229Stackars Ferdinand,5.2,Stackars Ferdinand,0,1941,92,Comedy
tt0034230Staraya gvardiya,0,Staraya gvardiya,0,1941,\N,Drama
tt0034231Meet the Stars #8: Stars Past and Present,7.2,Meet the Stars #8: Stars Past and Present,0,1941,9,Documentary
tt0034232Steel Against the Sky,5.8,Steel Against the Sky,0,1941,67,Action
tt0034233Stick to Your Guns,6.6,Stick to Your Guns,0,1941,63,Western
tt0034234The Stork Pays Off,5.8,The Stork Pays Off,0,1941,68,Adventure
tt0034235Strange Alibi,6.2,Strange Alibi,0,1941,63,Crime
tt0034236The Strawberry Blonde,7.2,The Strawberry Blonde,0,1941,99,Comedy
tt0034237Striden går vidare,4.1,Striden går vidare,0,1941,94,Drama
tt0034238Su hermano y él,0,Su hermano y él,0,1941,91,\N
tt0034239Sucker List,6,Sucker List,0,1941,19,Crime
tt0034240Sullivan's Travels,7.9,Sullivan's Travels,0,1941,90,Adventure
tt0034241Sun Valley Serenade,7.2,Sun Valley Serenade,0,1941,86,Comedy
tt0034242Sundown,5.7,Sundown,0,1941,90,Drama
tt0034243Sunny,5.4,Sunny,0,1941,98,Musical
tt0034244Sunset Murder Case,4.7,Sunset Murder Case,0,1938,59,Mystery
tt0034245Sunset in Wyoming,6.6,Sunset in Wyoming,0,1941,65,Western
tt0034246Suomisen perhe,5.2,Suomisen perhe,0,1941,110,Drama
tt0034247Superman,7.3,Superman,0,1941,10,Action
tt0034248Suspicion,7.3,Suspicion,0,1941,99,Film-Noir
tt0034249They Met in Moscow,6.3,They Met in Moscow,0,1941,87,Musical
tt0034251Swamp Water,7.1,Swamp Water,0,1941,88,Crime
tt0034252Swamp Woman,4.6,Swamp Woman,0,1941,68,Action
tt0034253Sweetheart of the Campus,5.4,Sweetheart of the Campus,0,1941,70,Comedy
tt0034254Swing Cleaning,6.1,Swing Cleaning,0,1941,7,Animation
tt0034255Swing It Soldier,6.1,Swing It Soldier,0,1941,66,Comedy
tt0034256A szüz és a gödölye,6.4,A szüz és a gödölye,0,1941,106,Drama
tt0034257Så tuktas en äkta man,0,Så tuktas en äkta man,0,1941,100,Comedy
tt0034258Söderpojkar,4.6,Söderpojkar,0,1941,108,Comedy
tt0034259Tag til Rønneby Kro,6.6,Tag til Rønneby Kro,0,1941,99,Comedy
tt0034260Tainstvennyy ostrov,7,Tainstvennyy ostrov,0,1941,75,Adventure
tt0034261Take My Life,0,Take My Life,0,1942,70,Crime
tt0034262Tall Dark and Handsome,6.7,Tall Dark and Handsome,0,1941,78,Comedy
tt0034263The Tanks Are Coming,5.6,The Tanks Are Coming,0,1941,20,Comedy
tt0034264Tanks a Million,6,Tanks a Million,0,1941,50,Adventure
tt0034265Tanz mit dem Kaiser,6.6,Tanz mit dem Kaiser,0,1941,102,Comedy
tt0034266Tarzan's Secret Treasure,6.5,Tarzan's Secret Treasure,0,1941,81,Action
tt0034267Tentazione,0,Tentazione,0,1942,82,\N
tt0034268Doctor Beware,6.6,Doctor Beware,0,1941,90,Comedy
tt0034269Texas,6.7,Texas,0,1941,93,Western
tt0034270The Texas Marshal,6.7,The Texas Marshal,0,1941,59,Western
tt0034271That Certain Something,0,That Certain Something,0,1941,90,Drama
tt0034272That Hamilton Woman,7.2,That Hamilton Woman,0,1941,125,Drama
tt0034273That Night in Rio,6.8,That Night in Rio,0,1941,91,Comedy
tt0034274That Uncertain Feeling,6.7,That Uncertain Feeling,0,1941,84,Comedy
tt0034275The Hard-Boiled Canary,6.8,The Hard-Boiled Canary,0,1941,80,Comedy
tt0034276They Dare Not Love,6,They Dare Not Love,0,1941,75,Adventure
tt0034277They Died with Their Boots On,7.2,They Died with Their Boots On,0,1941,140,Biography
tt0034278Wings and the Woman,6.1,Wings and the Woman,0,1942,103,Biography
tt0034279They Meet Again,5,They Meet Again,0,1941,69,Drama
tt0034280They Met in Argentina,4.8,They Met in Argentina,0,1941,77,Comedy
tt0034281They Met in Bombay,6.5,They Met in Bombay,0,1941,92,Adventure
tt0034282Thieves Fall Out,6.1,Thieves Fall Out,0,1941,72,Comedy
tt0034283Murder in 3-D,5.3,Murder in 3-D,0,1941,8,Comedy
tt0034284This England,6,This England,0,1941,84,Drama
tt0034285This Woman Is Mine,5.7,This Woman Is Mine,0,1941,92,Adventure
tt0034286Three Girls About Town,6.4,Three Girls About Town,0,1941,75,Adventure
tt0034287Three Sons o' Guns,5.6,Three Sons o' Guns,0,1941,65,Comedy
tt0034288Thummelumsen,6.2,Thummelumsen,0,1941,90,Comedy
tt0034289Thunder Over the Prairie,6.5,Thunder Over the Prairie,0,1941,60,Western
tt0034290Thundering Hoofs,6.5,Thundering Hoofs,0,1942,61,Western
tt0034291Tierra Canaria,0,Tierra Canaria,0,1941,11,Documentary
tt0034292Tierra y cielo,4.9,Tierra y cielo,0,1941,95,Drama
tt0034293Tight Shoes,6.5,Tight Shoes,0,1941,68,Comedy
tt0034294Tillie the Toiler,0,Tillie the Toiler,0,1941,67,Adventure
tt0034295Timber,7.1,Timber,0,1941,8,Animation
tt0034296Time Out for Rhythm,6.4,Time Out for Rhythm,0,1941,75,Comedy
tt0034297Tobacco Road,6.5,Tobacco Road,0,1941,84,Comedy
tt0034298The Brothers and Sisters of the Toda Family,7.3,The Brothers and Sisters of the Toda Family,0,1941,105,Drama
tt0034299Tom Dick and Harry,6.4,Tom Dick and Harry,0,1941,87,Comedy
tt0034300Tonto Basin Outlaws,6.2,Tonto Basin Outlaws,0,1941,60,Action
tt0034301Too Many Blondes,6.5,Too Many Blondes,0,1941,60,Comedy
tt0034302Top Sergeant Mulligan,4.9,Top Sergeant Mulligan,0,1941,70,Action
tt0034303Topper Returns,6.8,Topper Returns,0,1941,88,Comedy
tt0034304Torbellino,5.1,Torbellino,0,1941,104,Comedy
tt0034305Tortoise Beats Hare,7.7,Tortoise Beats Hare,0,1941,7,Animation
tt0034306Totinen torvensoittaja,2.7,Totinen torvensoittaja,0,1941,80,Comedy
tt0034307Toy Trouble,6,Toy Trouble,0,1941,7,Animation
tt0034308Tragic Night,6.9,Tragic Night,0,1942,80,Drama
tt0034309Trail of the Silver Spurs,5.8,Trail of the Silver Spurs,0,1941,57,Western
tt0034311The Trial of Mary Dugan,6.5,The Trial of Mary Dugan,0,1941,87,Drama
tt0034312The Trial of Mr. Wolf,7,The Trial of Mr. Wolf,0,1941,7,Animation
tt0034313Tror du jeg er født i Gaar!,5.1,Tror du jeg er født i Gaar!,0,1941,99,Comedy
tt0034314Truant Officer Donald,7.3,Truant Officer Donald,0,1941,8,Animation
tt0034315Tumbledown Ranch in Arizona,6.3,Tumbledown Ranch in Arizona,0,1941,60,Western
tt0034316Turbamento,0,Turbamento,0,1942,86,Drama
tt0034317Turbine,0,Turbine,0,1941,76,Drama
tt0034318Turned Out Nice Again,6.5,Turned Out Nice Again,0,1941,81,Comedy
tt0034319Tuxedo Junction,6.1,Tuxedo Junction,0,1941,70,Comedy
tt0034320Twilight on the Trail,6.3,Twilight on the Trail,0,1941,57,Western
tt0034321Twinkletoes Gets the Bird,4.6,Twinkletoes Gets the Bird,0,1941,7,Animation
tt0034322Twinkletoes - Where He Goes Nobody Knows,4.1,Twinkletoes - Where He Goes Nobody Knows,0,1941,7,Animation
tt0034323Twinkletoes in Hat Stuff,4.9,Twinkletoes in Hat Stuff,0,1941,7,Animation
tt0034324Two Gun Sheriff,5.8,Two Gun Sheriff,0,1941,56,Western
tt0034325Two Latins from Manhattan,6.4,Two Latins from Manhattan,0,1941,65,Comedy
tt0034326Two for the Zoo,5.2,Two for the Zoo,0,1941,7,Animation
tt0034327Two in a Taxi,6.7,Two in a Taxi,0,1941,63,Crime
tt0034328Two-Faced Woman,6.2,Two-Faced Woman,0,1941,90,Comedy
tt0034329Tänk om jag gifter mig med prästen,5.5,Tänk om jag gifter mig med prästen,0,1941,115,Drama
tt0034330Tåget går klockan 9,0,Tåget går klockan 9,0,1941,66,Comedy
tt0034331Gli ultimi filibustieri,3.9,Gli ultimi filibustieri,0,1943,82,Adventure
tt0034332The Last Good-Bye,0,The Last Good-Bye,0,1942,83,Comedy
tt0034333Uma,6.2,Uma,0,1941,129,Drama
tt0034334Uncle Joe,6.2,Uncle Joe,0,1941,51,Comedy
tt0034335Under Age,5.8,Under Age,0,1941,59,Crime
tt0034336Under Fiesta Stars,6.2,Under Fiesta Stars,0,1941,64,Western
tt0034337Underground,7.2,Underground,0,1941,95,Adventure
tt0034338Underground Rustlers,6.3,Underground Rustlers,0,1941,57,Western
tt0034339Unexpected Uncle,6,Unexpected Uncle,0,1941,67,Comedy
tt0034340Unfinished Business,6.5,Unfinished Business,0,1941,96,Comedy
tt0034341Ung dam med tur,0,Ung dam med tur,0,1941,86,Comedy
tt0034342Unholy Partners,6.5,Unholy Partners,0,1941,94,Drama
tt0034343Unusual Occupations,7.5,Unusual Occupations,0,1941,10,Documentary
tt0034344Unusual Occupations,4.9,Unusual Occupations,0,1941,9,Documentary
tt0034345Unusual Occupations,0,Unusual Occupations,0,1941,10,Documentary
tt0034346S.O.S. Submarine,7,S.O.S. Submarine,0,1941,94,Drama
tt0034347Man of the Sea,0,Man of the Sea,0,1942,85,Drama
tt0034348Uppåt igen,5.2,Uppåt igen,0,1941,90,Comedy
tt0034349Az utolsó dal,5.8,Az utolsó dal,0,1942,74,\N
tt0034350V for Victory,6,V for Victory,0,1941,2,Animation
tt0034351Sadaradjo djikhuri,0,Sadaradjo djikhuri,0,1941,24,Drama
tt0034352Il vagabondo,6.6,Il vagabondo,0,1941,85,Comedy
tt0034353Wings of Victory,6.4,Wings of Victory,0,1941,89,Drama
tt0034354Blind Venus,6.9,Blind Venus,0,1941,140,Drama
tt0034355Venus on Trial,6.1,Venus on Trial,0,1941,\N,Comedy
tt0034356Verbena,6.5,Verbena,0,1941,30,Short
tt0034357Broken Love,5.8,Broken Love,0,1942,89,Drama
tt0034358A Very Young Lady,5.5,A Very Young Lady,0,1941,80,Comedy
tt0034359Il vetturale del San Gottardo,0,Il vetturale del San Gottardo,0,1941,83,\N
tt0034360El viejo don Sueño,0,El viejo don Sueño,0,1941,11,Animation
tt0034361Villa da vendere,0,Villa da vendere,0,1941,84,\N
tt0034362Violette nei capelli,6.2,Violette nei capelli,0,1942,85,Comedy
tt0034363Virgen de medianoche,0,Virgen de medianoche,0,1942,\N,Crime
tt0034364Virginia,6.8,Virginia,0,1941,110,Drama
tt0034365Vitamin Hay,5,Vitamin Hay,0,1941,7,Animation
tt0034366I Live as I Please,0,I Live as I Please,0,1942,83,Comedy
tt0034367Végre!,7,Végre!,0,1941,86,Comedy
tt0034368Wabbit Twouble,7.6,Wabbit Twouble,0,1941,8,Animation
tt0034369The Wacky Worm,6.3,The Wacky Worm,0,1941,7,Animation
tt0034370The Wagons Roll at Night,6.3,The Wagons Roll at Night,0,1941,84,Drama
tt0034371Wanderers of the West,4.7,Wanderers of the West,0,1941,58,Action
tt0034372Warclouds in the Pacific,5.7,Warclouds in the Pacific,0,1941,20,Documentary
tt0034373Was geschah in dieser Nacht,6.1,Was geschah in dieser Nacht,0,1941,80,Comedy
tt0034374Washington Melodrama,6.4,Washington Melodrama,0,1941,80,Drama
tt0034375We Go Fast,6.1,We Go Fast,0,1941,64,Action
tt0034376We the Animals - Squeak!,6.1,We the Animals - Squeak!,0,1941,9,Animation
tt0034377Wedding Worries,5.9,Wedding Worries,0,1941,12,Comedy
tt0034378Weekend for Three,5.4,Weekend for Three,0,1941,65,Comedy
tt0034379Week-End in Havana,6.6,Week-End in Havana,0,1941,81,Comedy
tt0034380The Way to Freedom,7,The Way to Freedom,0,1941,113,Drama
tt0034381West Point Widow,6.9,West Point Widow,0,1941,63,Comedy
tt0034382West of Cimarron,6,West of Cimarron,0,1941,56,Western
tt0034383Western Daze,0,Western Daze,0,1941,\N,Animation
tt0034384Western Union,6.7,Western Union,0,1941,95,History
tt0034385Wetterleuchten um Barbara,5.9,Wetterleuchten um Barbara,0,1941,\N,Drama
tt0034386When Ladies Meet,6.5,When Ladies Meet,0,1941,105,Comedy
tt0034387When the Pie Was Opened,6.2,When the Pie Was Opened,0,1941,8,Short
tt0034388Where Did You Get That Girl?,5.3,Where Did You Get That Girl?,0,1941,68,Comedy
tt0034389Whistling in the Dark,6.7,Whistling in the Dark,0,1941,78,Comedy
tt0034390White Eagle,6.3,White Eagle,0,1941,290,Western
tt0034391Wide Open Town,6.6,Wide Open Town,0,1941,79,Western
tt0034392Wild Bill Hickok Rides,6,Wild Bill Hickok Rides,0,1942,82,Western
tt0034393Wild Geese Calling,6.3,Wild Geese Calling,0,1941,77,Drama
tt0034394The Wild Man of Borneo,6.2,The Wild Man of Borneo,0,1941,78,Comedy
tt0034395The Wildcat of Tucson,6.4,The Wildcat of Tucson,0,1940,59,Western
tt0034396Wir bitten zum Tanz,6.8,Wir bitten zum Tanz,0,1941,88,Comedy
tt0034397The Wizard of Arts,4.1,The Wizard of Arts,0,1941,7,Animation
tt0034398The Wolf Man,7.2,The Wolf Man,0,1941,70,Horror
tt0034399A Woman's Face,7.2,A Woman's Face,0,1941,106,Drama
tt0034400Women in Defense,6.2,Women in Defense,0,1941,10,Documentary
tt0034401Words for Battle,6.6,Words for Battle,0,1941,8,Documentary
tt0034402World Premiere,6.5,World Premiere,0,1941,71,Comedy
tt0034403Wrangler's Roost,5.9,Wrangler's Roost,0,1941,57,Western
tt0034404Wyoming Wildcat,3.7,Wyoming Wildcat,0,1941,56,Western
tt0034405A Yank in the R.A.F.,6.4,A Yank in the R.A.F.,0,1941,98,Action
tt0034406Ye Olde Minstrels,5.9,Ye Olde Minstrels,0,1941,10,Comedy
tt0034407You Belong to Me,5.9,You Belong to Me,0,1941,94,Comedy
tt0034408You Will Remember,5.9,You Will Remember,0,1941,86,Biography
tt0034409You'll Never Get Rich,6.7,You'll Never Get Rich,0,1941,88,Comedy
tt0034410You're Out of Luck,6.2,You're Out of Luck,0,1941,60,Mystery
tt0034411You're in the Army Now,6.1,You're in the Army Now,0,1941,79,Comedy
tt0034412You're the One,0,You're the One,0,1941,83,Comedy
tt0034413Youth Gets a Break,0,Youth Gets a Break,0,2001,20,Short
tt0034414Zero the Hound,4.9,Zero the Hound,0,1941,7,Animation
tt0034415Ziegfeld Girl,6.7,Ziegfeld Girl,0,1941,132,Drama
tt0034416Zis Boom Bah,4.6,Zis Boom Bah,0,1941,61,Comedy
tt0034417Those Were The Days Senor Don Simon!,7.2,Those Were The Days Senor Don Simon!,0,1941,102,Comedy
tt0034418Életre ítéltek!,7.3,Életre ítéltek!,0,1941,102,Drama
tt0034419Az ördög nem alszik,6.7,Az ördög nem alszik,0,1941,97,Comedy
tt0034420Neath Brooklyn Bridge,5.9,Neath Brooklyn Bridge,0,1942,61,Comedy
tt0034421A 2000 pengös férfi,7.2,A 2000 pengös férfi,0,1942,88,Comedy
tt0034422A che servono questi quattrini?,7.5,A che servono questi quattrini?,0,1942,85,Comedy
tt0034423¡A mí la Legión!,4.8,¡A mí la Legión!,0,1942,82,Drama
tt0034424A-Haunting We Will Go,6.2,A-Haunting We Will Go,0,1942,67,Adventure
tt0034425About Face,5.2,About Face,0,1942,43,Comedy
tt0034426Acque di primavera,0,Acque di primavera,0,1942,85,Drama
tt0034427Acro-Batty,6.4,Acro-Batty,0,1942,9,Comedy
tt0034428Across the Pacific,6.8,Across the Pacific,0,1942,97,Action
tt0034429Addio Kira!,6.9,Addio Kira!,0,1942,96,Drama
tt0034430Addio amore!,0,Addio amore!,0,1943,88,Drama
tt0034431The Adventures of Martin Eden,5.7,The Adventures of Martin Eden,0,1942,87,Action
tt0034432The Affairs of Jimmy Valentine,6.1,The Affairs of Jimmy Valentine,0,1942,72,Comedy
tt0034433The Affairs of Martha,6.5,The Affairs of Martha,0,1942,66,Comedy
tt0034434Africa Prelude to Victory,5.5,Africa Prelude to Victory,0,1942,22,Documentary
tt0034435Derailed,6.6,Derailed,0,1942,102,Crime
tt0034436I Like Mistakes,6.1,I Like Mistakes,0,1942,\N,\N
tt0034437Aires de Andalucía,0,Aires de Andalucía,0,1942,11,Documentary
tt0034438Al pie del Almanzor,0,Al pie del Almanzor,0,1942,11,Documentary
tt0034439Ala-Arriba!,7.1,Ala-Arriba!,0,1942,94,Drama
tt0034440Alas de paz,0,Alas de paz,0,1943,84,\N
tt0034441La aldea maldita,6.6,La aldea maldita,0,1942,88,Drama
tt0034442O Aleijado,0,O Aleijado,0,1942,\N,\N
tt0034443Alexander Parkhomenko,7.1,Alexander Parkhomenko,0,1942,94,Biography
tt0034444Alfa Tau!,6.8,Alfa Tau!,0,1942,90,Drama
tt0034445Alias Boston Blackie,6.4,Alias Boston Blackie,0,1942,67,Drama
tt0034446Alibi,6.9,Alibi,0,1942,82,Crime
tt0034447Alkalom,5.1,Alkalom,0,1942,78,Drama
tt0034448All Out for 'V',5.4,All Out for 'V',0,1942,7,Animation
tt0034449All Through the Night,7.1,All Through the Night,0,1942,107,Action
tt0034450All Work and No Pay,0,All Work and No Pay,0,1942,16,Comedy
tt0034451Almost Married,4,Almost Married,0,1942,65,Comedy
tt0034452Aloha Hooey,5.9,Aloha Hooey,0,1942,8,Animation
tt0034453Along the Sundown Trail,4.6,Along the Sundown Trail,0,1942,57,Western
tt0034454Always in My Heart,6.3,Always in My Heart,0,1942,92,Drama
tt0034455American Empire,5.6,American Empire,0,1942,82,Western
tt0034456L'amico delle donne,0,L'amico delle donne,0,1943,80,\N
tt0034457Andreas Schlüter,7.8,Andreas Schlüter,0,1942,111,Drama
tt0034458Andy Hardy's Double Life,6.5,Andy Hardy's Double Life,0,1942,92,Comedy
tt0034459L'angelo bianco,0,L'angelo bianco,0,1943,85,Drama
tt0034460Angelo del crepuscolo,0,Angelo del crepuscolo,0,1942,85,\N
tt0034461Aniki Bóbó,7.6,Aniki Bóbó,0,1942,71,Drama
tt0034462Annamária,0,Annamária,0,1942,84,\N
tt0034463Antosha Rybkin,5.7,Antosha Rybkin,0,1942,48,Comedy
tt0034464Aquarela do Brasil,6.9,Aquarela do Brasil,0,1942,7,Animation
tt0034465Arabian Nights,6.1,Arabian Nights,0,1942,86,Action
tt0034466The Arctic Giant,6.8,The Arctic Giant,0,1942,9,Action
tt0034467Are Husbands Necessary?,5.7,Are Husbands Necessary?,0,1942,79,Comedy
tt0034468Arizona Roundup,5.3,Arizona Roundup,0,1942,56,Western
tt0034469Arizona Stage Coach,4.8,Arizona Stage Coach,0,1942,58,Western
tt0034470Arizona Terrors,4.8,Arizona Terrors,0,1942,56,Western
tt0034471L'arlésienne,6.8,L'arlésienne,0,1942,105,Drama
tt0034472The Army Mascot,6.5,The Army Mascot,0,1942,7,Animation
tt0034473Army Surgeon,5.7,Army Surgeon,0,1942,63,Drama
tt0034474Arzoo,0,Arzoo,0,1942,\N,\N
tt0034475Asesinato en los estudios,6,Asesinato en los estudios,0,1946,86,Comedy
tt0034476Asking for Trouble,5.7,Asking for Trouble,0,1942,81,Comedy
tt0034477L'assassin a peur la nuit,6.2,L'assassin a peur la nuit,0,1942,100,Crime
tt0034478The Murderer Lives at Number 21,7.3,The Murderer Lives at Number 21,0,1942,84,Comedy
tt0034479Love in Jalisco,6.9,Love in Jalisco,0,1942,128,Drama
tt0034480Atlantic Convoy,6,Atlantic Convoy,0,1942,66,Action
tt0034481Before the Postman,6.6,Before the Postman,0,1942,90,Comedy
tt0034482Adventure,0,Adventure,0,1944,80,\N
tt0034483Children of the Poor,4,Children of the Poor,0,1942,\N,Drama
tt0034484Ay Jalisco No Te Rajes,7.2,Ay Jalisco No Te Rajes,0,1941,100,Comedy
tt0034485Babes on Broadway,6.6,Babes on Broadway,0,1941,118,Comedy
tt0034486Baby Face Morgan,5.2,Baby Face Morgan,0,1942,63,Comedy
tt0034487Baby Wants a Bottleship,6.6,Baby Wants a Bottleship,0,1942,7,Animation
tt0034488Back-Room Boy,6.2,Back-Room Boy,0,1942,82,Comedy
tt0034489Bad Men of the Hills,0,Bad Men of the Hills,0,1942,58,Western
tt0034490Bahbah in Baghdad,4.2,Bahbah in Baghdad,0,1942,\N,Comedy
tt0034491The Balloon Goes Up,5.7,The Balloon Goes Up,0,1942,58,Comedy
tt0034492Bambi,7.3,Bambi,0,1942,70,Adventure
tt0034493The Children Are Watching Us,7.7,The Children Are Watching Us,0,1944,84,Drama
tt0034494Bandit Ranger,6.1,Bandit Ranger,0,1942,56,Western
tt0034495Barney Bear's Victory Garden,6.4,Barney Bear's Victory Garden,0,1942,7,Animation
tt0034496Bats in the Belfry,5.3,Bats in the Belfry,0,1942,7,Animation
tt0034497Raigekitai Shutsudô,5.3,Raigekitai Shutsudô,0,1944,95,Drama
tt0034498The Battle of Midway,6.1,The Battle of Midway,0,1942,18,Documentary
tt0034499The Bear and the Beavers,6.3,The Bear and the Beavers,0,1942,8,Animation
tt0034500Behind the Eight Ball,5.7,Behind the Eight Ball,0,1942,60,Comedy
tt0034501Sleeping Beauty,7.3,Sleeping Beauty,0,1942,90,Drama
tt0034502Bellboy Donald,6.9,Bellboy Donald,0,1942,7,Animation
tt0034503La belle aventure,6.2,La belle aventure,0,1942,92,Drama
tt0034504Bells of Capistrano,6.4,Bells of Capistrano,0,1942,78,Western
tt0034505Below the Border,5.9,Below the Border,0,1942,57,Western
tt0034506Bengasi,6.9,Bengasi,0,1942,90,Drama
tt0034507Berlin Correspondent,6.2,Berlin Correspondent,0,1942,70,Drama
tt0034508Boyevoy kinosbornik 10,6.7,Boyevoy kinosbornik 10,0,1942,\N,War
tt0034509Between Us Girls,6.4,Between Us Girls,0,1942,85,Comedy
tt0034510Beyond the Blue Horizon,6.5,Beyond the Blue Horizon,0,1942,76,Action
tt0034511Beyond the Line of Duty,6.1,Beyond the Line of Duty,0,1942,22,Biography
tt0034512The Big Blockade,5.5,The Big Blockade,0,1942,73,Drama
tt0034513The Big Shot,6.7,The Big Shot,0,1942,82,Drama
tt0034514The Big Street,6.4,The Big Street,0,1942,88,Drama
tt0034515Billion Dollar Limited,7.1,Billion Dollar Limited,0,1942,9,Action
tt0034516Billy the Kid's Smoking Guns,6.1,Billy the Kid's Smoking Guns,0,1942,58,Western
tt0034517The Daughter of the Nobles,3.7,The Daughter of the Nobles,0,1942,\N,Drama
tt0034518The Bird Came C.O.D.,5.4,The Bird Came C.O.D.,0,1942,8,Animation
tt0034519Il birichino di papà,7.1,Il birichino di papà,0,1943,80,Comedy
tt0034520La bisbetica domata,6.1,La bisbetica domata,0,1942,82,Comedy
tt0034521Black Dragons,4.2,Black Dragons,0,1942,64,Thriller
tt0034522The Black Swan,6.7,The Black Swan,0,1942,87,Adventure
tt0034523La blanca Paloma,0,La blanca Paloma,0,1942,76,Drama
tt0034524Blitz Wolf,7,Blitz Wolf,0,1942,10,Animation
tt0034525Blondie Goes to College,6.1,Blondie Goes to College,0,1942,74,Comedy
tt0034526Blondie for Victory,6.1,Blondie for Victory,0,1942,71,Comedy
tt0034527Blondie's Blessed Event,6.6,Blondie's Blessed Event,0,1942,69,Comedy
tt0034528Blunder Below,6.4,Blunder Below,0,1942,7,Animation
tt0034529Boda accidentada,4.5,Boda accidentada,0,1943,63,Comedy
tt0034530Boda en el infierno,5.5,Boda en el infierno,0,1942,87,Drama
tt0034532Boyevoy kinosbornik 11,6.9,Boyevoy kinosbornik 11,0,1942,\N,War
